device,device_type
695193-409013,Phone
714408-623005,Tablet
424146-477076,Tablet
225313-737095,Game
326317-667060,Tablet
668554-412013,Phone
705253-774096,Phone
831374-348015,Tablet
855400-396019,Computer
421110-564009,TV
571451-303105,Phone
932037-266104,Phone
094012-565102,Game
152500-595107,Other
948211-424109,Other
646068-163079,Computer
120325-579110,Phone
487320-360041,Tablet
381335-547073,Other
041358-629051,Other
527076-683064,Tablet
611060-357004,TV
305444-587011,Other
752507-598103,TV
228073-760049,Game
979125-260047,TV
108009-390070,Tablet
104483-459061,Phone
705500-390072,Computer
925277-638032,Other
545231-639035,Tablet
965254-297012,Game
643156-234070,Computer
532071-276024,Computer
735314-244018,Phone
301354-405020,TV
440434-528098,Tablet
252344-409079,Game
548078-393055,TV
103224-648084,Phone
995312-713046,Game
194401-569080,Tablet
437194-312000,Other
763085-322039,Phone
463243-581031,Tablet
130318-745007,Computer
906138-134061,TV
888414-701110,Game
436228-223045,Phone
890296-775068,Tablet
250247-499108,Game
596039-287098,TV
923165-767023,Phone
599243-570058,Tablet
792175-299038,Other
729119-545073,Tablet
673155-426110,Other
545359-445006,Phone
489066-363029,Game
191104-355018,Other
948182-568094,TV
026291-579071,TV
452226-129091,Computer
739372-620020,Other
732536-156085,Computer
862089-737035,Phone
343299-263036,TV
764498-413011,TV
151217-744035,Game
343261-706089,TV
665543-142105,Phone
564100-584033,Phone
028013-274044,Other
415298-412043,Phone
807020-338078,TV
235306-345053,Phone
944527-724078,Other
951484-636010,Phone
747213-384084,Phone
382330-704014,Computer
502335-282080,Phone
850334-543040,Computer
439549-501064,Phone
826049-226020,Game
490235-578059,Phone
554520-546043,Tablet
124298-137011,Phone
473035-357051,TV
831476-688105,TV
160267-633064,Game
805454-309002,Computer
663275-460057,TV
783375-156043,Game
777449-682031,Tablet
321284-734041,Tablet
876515-702105,Game
326367-620064,Phone
327002-218015,TV
712145-436078,Phone
917485-181032,TV
940074-416002,Tablet
958100-659055,Tablet
087080-118103,Other
721320-191053,Tablet
496186-590107,Tablet
728388-558002,Phone
621334-368003,Game
446468-631110,TV
821483-231019,Other
850338-120062,Other
094290-401085,Tablet
001378-244057,Tablet
231312-302061,Other
959526-113005,Computer
026171-679079,Game
433077-318025,TV
656134-397050,Game
117294-293053,Tablet
927437-495071,Other
524064-330051,Game
582274-322006,TV
439474-336098,Other
905145-127060,Computer
872358-653056,TV
351517-216080,Phone
876341-362062,Computer
940400-325086,Game
473311-254088,TV
151414-158089,Computer
554149-492046,Game
697385-346016,Computer
305075-641012,Phone
799455-427047,Computer
187123-180097,Tablet
836058-517022,Other
583228-494051,Phone
368460-650072,Other
617000-435043,Computer
881379-561044,Computer
852443-466082,Computer
257119-348052,Other
079494-525041,Game
636325-768096,Other
677001-663089,Tablet
533120-329015,Phone
483529-222062,Phone
143173-376107,Computer
908028-412070,TV
083271-298055,TV
513345-233105,TV
230335-111081,Game
243463-693049,TV
785398-209003,Game
377371-581057,TV
539210-676045,Computer
432174-549086,TV
345447-372001,Tablet
982160-391109,Phone
385082-514083,Computer
327113-535049,TV
211426-331013,Phone
466246-773072,TV
519392-185064,Other
773494-548033,Other
263292-277059,Computer
994187-616066,Tablet
021480-249045,Computer
499499-602044,Other
924297-585062,Phone
015441-491063,TV
629265-593009,TV
500467-146072,Phone
681527-124064,TV
670318-564014,Other
009382-333046,Tablet
682140-476081,Game
090442-295061,Game
388397-616044,Game
325118-517078,Other
731249-324046,Computer
434400-238009,Phone
945355-289002,TV
028346-374071,Tablet
990530-291093,TV
245310-522109,Tablet
662451-151044,Game
255511-658044,TV
512341-421050,Tablet
181065-698019,Phone
993508-171096,Other
362091-420109,TV
778543-645071,TV
737425-621024,Other
893398-403049,Other
182054-347033,Computer
781376-684042,Tablet
246075-663074,TV
439462-404076,Tablet
414494-206032,Computer
801320-372049,Tablet
755041-290043,Computer
040517-125058,Phone
058288-301068,Computer
749262-239010,Other
484215-270001,Computer
566086-372089,Game
510038-555040,Computer
173131-580027,Tablet
942240-167037,TV
104433-541048,Tablet
943061-285025,TV
928392-640035,Tablet
495122-246109,Other
856375-534008,Game
278319-599055,TV
610325-262071,Phone
140444-571106,TV
065534-266012,TV
830160-641024,Computer
503232-682090,Computer
612017-504039,Tablet
393448-243071,Game
252313-681099,Game
754038-605014,TV
708539-208095,Other
669057-415009,Other
425472-402069,Other
492086-535010,Tablet
944406-592019,TV
204297-183043,TV
131287-720109,Tablet
882026-164096,Tablet
569168-145031,Computer
749475-629041,Other
170542-751082,Game
397312-144087,Tablet
108123-195027,Computer
193162-499036,TV
167496-527035,Tablet
684073-770004,Game
281009-612064,Other
807094-774087,Tablet
276165-328105,Game
973117-619007,Computer
348491-730070,Tablet
781378-597043,Other
989240-688041,Tablet
384377-714037,Game
598194-417071,Game
245180-308105,TV
631046-259046,Computer
176527-521022,Game
548010-748011,Other
991533-132033,Computer
327113-765017,Phone
160237-642087,Computer
019229-409031,Phone
828082-606003,Tablet
764086-324066,Phone
208130-471064,Tablet
892379-576087,TV
447478-310023,Phone
578132-303057,Computer
126180-594080,Tablet
720483-141073,Other
061100-630025,Other
410480-113002,Phone
505442-478020,Other
658107-140055,Game
397402-183109,Other
227059-190035,Phone
661128-602030,Game
983391-310049,Tablet
394144-349082,Tablet
965014-350047,Phone
665135-512025,Phone
340360-704090,Phone
732439-400101,Tablet
737192-382050,Computer
017114-472012,Tablet
252236-612094,Other
595495-730020,TV
157476-127035,Phone
761478-292062,Other
382048-284095,Other
941231-484097,Phone
191125-177075,Phone
036493-720012,Phone
917246-620085,Game
471114-412032,TV
801220-173024,Game
107266-666045,Phone
184448-425024,Phone
333443-526010,Computer
001272-295109,Computer
917435-485000,Tablet
681415-727063,TV
476039-642015,Game
609086-137071,Game
981221-397020,Phone
066435-712093,Phone
629175-407110,Computer
101336-540019,Game
299303-767005,TV
572309-138076,Computer
284203-492076,TV
013150-331103,Computer
638037-193008,Other
569460-153024,Game
922435-372061,Computer
985089-585039,Other
220523-236054,Game
341505-251070,Game
183004-588066,Computer
122005-287104,TV
372162-179093,Computer
895295-203089,Tablet
457162-716009,Game
892482-120010,Phone
148136-279083,Phone
969415-124002,Game
023397-633006,Tablet
878000-631016,TV
145056-185092,Computer
350365-717028,Computer
718292-393050,Other
007127-753024,TV
300477-388028,Computer
470413-579003,Game
055540-259105,Phone
991369-237085,Phone
337309-298002,Game
896265-116002,Other
476399-666007,Game
468534-476030,Game
166432-274011,Game
228236-371083,Other
460164-314015,TV
689411-134070,Phone
698547-145066,Other
615420-185002,TV
117000-216001,TV
569324-682076,Game
215506-351063,TV
563413-217100,Computer
974153-270098,Phone
003086-160015,Phone
842203-470094,TV
825361-634006,Tablet
640287-542004,Computer
847065-256020,TV
634048-151070,Tablet
241394-372039,Game
430121-481088,Other
428469-220012,TV
190081-430081,Other
593517-312065,Game
410099-471068,TV
748396-318095,Tablet
880140-749101,TV
492548-137012,Tablet
884190-508065,Other
674497-415036,Tablet
319268-300037,Game
789100-303016,Game
099043-659070,Other
208452-435031,Game
016514-437092,Phone
039413-560092,Phone
580249-134031,Phone
738403-725084,Computer
673452-351061,TV
412513-639056,TV
910017-168080,Other
097226-272073,Game
272269-150095,Computer
111083-765078,Other
679135-464030,Tablet
284049-775044,Tablet
876384-268068,Tablet
364359-642039,Game
404386-592056,Computer
960400-283083,Computer
133257-179068,Phone
387329-450018,Phone
271343-685101,Other
739125-150075,Game
727113-233066,Computer
845335-612073,Other
741410-152019,Game
840512-734093,Tablet
876202-240026,Phone
856009-657037,Tablet
123068-335078,Other
735125-564041,Game
381395-342076,Game
290511-184081,TV
599189-621086,Other
825052-381022,Tablet
725488-477045,Game
930235-601057,Computer
569044-133056,Tablet
064169-501056,Game
553277-233047,Computer
950107-220028,Tablet
656455-390110,Other
416389-436107,Game
995194-361004,Phone
264368-238019,Computer
213467-235069,Game
399171-379027,Game
067315-471048,Other
452127-537080,Computer
649399-575048,Phone
621251-513036,Computer
720477-557064,TV
415031-427033,TV
959182-491080,Game
728466-747029,Tablet
754304-596088,Other
992201-237074,Computer
594101-397015,Computer
847051-723001,Game
896441-478069,Computer
666457-505110,Other
335370-589083,Other
670192-439011,Phone
654223-395067,Tablet
871280-475110,TV
485538-221064,Computer
412299-271020,Computer
102390-775058,Tablet
410360-615104,TV
122020-735080,Phone
285195-294038,Computer
721346-232087,Computer
432469-400014,Tablet
291312-169069,Other
797107-775079,Other
214248-604032,Phone
111190-304020,Computer
872056-582081,Phone
194120-602079,Computer
016220-483106,Tablet
776392-637105,Computer
186321-367104,Computer
989497-563011,Other
132257-469097,Other
208530-184036,Game
353253-453025,Other
814460-369104,Game
793520-371003,Game
389489-300018,Tablet
764475-588095,TV
594361-707074,Computer
650104-621058,Game
491411-559070,Game
268135-134093,TV
645413-736008,Game
861042-357057,Phone
400260-441043,Other
372336-146039,TV
507028-617071,TV
071220-180085,Tablet
548035-379064,Computer
439551-279100,Computer
303399-572017,TV
709162-193010,Computer
140419-547039,Game
997140-478076,Phone
110487-192105,Other
602432-608100,TV
524490-756048,Tablet
567205-143089,Phone
483133-323042,Computer
111322-526062,Game
007267-455032,Game
929036-732096,Computer
287330-136005,Phone
562367-262016,Computer
261246-572017,TV
036230-195045,Phone
858126-643021,Computer
632256-387042,Tablet
525040-682108,TV
531528-613053,Game
527533-766084,Phone
695452-657077,Other
114486-496089,TV
342002-501090,Other
974403-403088,Computer
530078-124070,TV
177343-646053,Computer
887371-291070,Tablet
427554-150108,Other
145367-655028,Phone
465538-486057,Phone
528434-555005,Computer
242482-593008,Computer
349477-147105,Computer
506222-256001,TV
204500-627019,Tablet
087483-226039,Other
412530-411110,Other
547223-351032,Tablet
192374-454008,Game
574260-453005,Computer
857312-499060,Phone
043408-201107,Game
708517-649059,Computer
391314-390062,Game
346378-518010,Tablet
529339-512108,Tablet
800423-387011,Game
473389-225018,Game
077226-420024,Tablet
731237-657026,Tablet
715192-255030,Tablet
111528-581080,Tablet
282513-457059,Phone
256270-621024,Game
886053-709007,Computer
187498-658078,Game
643316-248011,TV
154473-665011,Other
403251-431109,Computer
234409-734067,TV
793517-676045,Other
067071-366012,Game
068348-466094,Tablet
781303-141066,Game
568453-599009,Phone
528427-465066,TV
706373-213063,Computer
898507-324084,Computer
759045-475003,Tablet
451369-380047,Game
113525-679022,Computer
249535-603099,TV
694018-469069,Game
080228-517028,TV
934549-419045,Phone
012004-754047,Computer
997463-744082,TV
587133-122040,Tablet
120427-366020,Game
619040-258012,TV
159243-289064,Other
863314-314016,Other
973231-365009,Other
003498-664055,TV
882221-604026,Tablet
129032-723066,Phone
901408-413029,Computer
576232-116080,Tablet
697402-515050,Game
379420-133057,Tablet
550222-297043,Game
398521-152042,Other
840151-347039,Computer
117414-719044,TV
681194-533021,Phone
392307-460065,TV
936353-140006,Game
633382-752062,Game
076474-185095,TV
767203-409084,Phone
814538-702110,Phone
953249-226002,Computer
395374-111024,Other
901027-506058,Other
065515-432076,Tablet
208389-584073,Game
976393-358005,Phone
440183-549032,Phone
134082-285072,Phone
488336-542095,Other
018425-415079,Computer
056413-139032,Game
905308-446074,Game
736205-748079,Game
053122-169003,Game
907426-651108,Game
650429-702045,Game
024114-235037,Game
054086-528082,TV
721120-544040,Other
314105-450091,Tablet
262209-660001,TV
546121-536000,TV
542324-553108,Computer
132089-554002,Other
206099-481043,Tablet
390190-385066,Other
242185-234082,TV
345209-364110,Game
249031-402055,TV
408527-543080,Tablet
939226-551037,Tablet
009389-249029,Other
130285-639012,Tablet
061207-654047,Game
735278-578062,Phone
502301-434072,Tablet
819078-207028,Game
652145-573034,TV
120251-566035,TV
402392-488084,Tablet
570094-338004,Computer
173289-541100,Game
867470-471006,Computer
481489-555025,Other
015223-618100,TV
100406-160013,TV
551421-666059,TV
801209-637000,Computer
427132-511110,Computer
896135-127097,Computer
133018-540025,TV
205502-634090,Game
200177-500096,Computer
411445-765027,Game
031218-651043,Phone
859526-430032,Other
023441-226070,TV
698517-250064,Game
627421-436034,Phone
613175-158101,Game
670032-719022,Other
930071-475019,Tablet
870215-775062,Computer
321089-602056,TV
748036-545066,TV
740467-456045,Computer
537000-434063,Computer
191407-747039,Other
562216-690076,Phone
807532-136100,Game
686197-149057,Phone
157268-589079,Other
492206-661078,Computer
861339-365084,Tablet
898038-138058,Phone
762216-421088,TV
802187-147056,TV
327225-561067,Game
351260-677070,Computer
111056-182099,Computer
891044-569031,Phone
730253-223053,Game
763542-372025,Computer
728207-592096,Other
948534-124091,Tablet
639052-172044,Phone
637195-674018,Game
657287-385035,Computer
455200-719107,Tablet
673517-379083,Tablet
178301-116026,Other
145446-654063,Phone
679411-367018,Other
081324-552065,Game
141329-277063,TV
238327-389055,Game
787316-714043,Other
874506-635090,Other
023151-114049,Computer
270331-142080,Other
622073-193072,Game
783135-460081,Phone
716110-296009,Other
658330-180018,TV
065544-529026,TV
636403-325110,Tablet
824328-525090,Tablet
156306-287005,TV
462365-180004,TV
037016-709110,Tablet
134065-196067,TV
024421-331088,Computer
517297-679095,Other
252453-430028,TV
484386-673095,Tablet
657062-709102,Computer
093028-131094,Tablet
227491-184087,Game
164320-237061,Game
979133-463110,Game
254167-338073,TV
941288-534058,Tablet
491038-456041,Game
947473-364088,Game
650249-218024,Tablet
531309-254060,Other
958526-652003,Game
280136-323081,Tablet
653206-353048,Game
770544-677106,Phone
579524-343066,Tablet
685457-665018,Computer
585376-600012,Game
549526-206007,Computer
766238-285044,TV
758298-741101,Phone
251358-444018,Other
789032-658053,TV
477098-140009,Tablet
327475-486071,Tablet
721389-170094,Other
847360-312081,Tablet
356411-390085,Tablet
948241-129057,Other
481219-469094,Game
103508-427050,TV
936013-714106,Other
222539-682046,Computer
528413-418093,TV
939022-246104,Computer
975433-271032,Tablet
886055-473021,TV
565327-524074,Computer
210059-589054,Computer
388126-721014,Other
864527-313073,Computer
073218-464088,Tablet
504065-362061,Tablet
960285-539014,Phone
539399-382033,Game
285423-362051,TV
031076-386083,Phone
063111-339030,Tablet
664244-219074,Game
868551-723033,TV
257273-339076,Other
443131-365045,Computer
501148-520078,Computer
900003-371106,Tablet
842354-117047,Computer
062271-691061,Game
078038-322075,Tablet
719035-413054,TV
335418-619100,Game
807386-483060,Tablet
359249-636043,Computer
269354-752084,Phone
843379-293072,Computer
237056-221075,Tablet
208253-741080,Tablet
778016-205070,TV
659196-301004,TV
496398-582008,TV
880503-275030,Other
091298-346035,Computer
973295-466076,Tablet
927034-739108,TV
148116-303013,TV
321365-331063,Game
596114-724042,Other
073551-708015,Tablet
561255-407027,Game
331336-395021,Phone
842011-540051,Tablet
856058-388029,Game
045319-632009,Game
470139-621023,Other
452118-311044,Computer
326327-290085,Computer
601533-431050,Other
500233-162061,Tablet
516399-538028,Phone
700144-348010,Other
705539-435012,Other
779054-205025,Game
046425-214044,Tablet
475522-219026,TV
613357-435077,Phone
094500-441048,Phone
442028-699089,Computer
010405-372040,TV
977531-247094,Computer
379024-498039,Phone
645238-637094,Phone
750389-456068,TV
612018-393055,Other
552442-548085,Game
239213-533087,Phone
061307-496070,Computer
910000-615101,TV
894177-190003,TV
002081-125007,Other
115061-305017,Tablet
254054-161065,Other
447496-701015,TV
369088-422054,Tablet
625225-216072,Game
843354-679075,Game
537520-397040,Phone
885188-735004,Game
001328-368004,Phone
260002-288070,Computer
437398-628106,TV
161431-356022,Game
969159-228058,Tablet
844383-330095,Tablet
773459-653077,Game
089548-541004,Other
149486-538089,Tablet
375236-525064,Tablet
543220-328035,Other
792129-643096,Tablet
576422-705095,Other
583109-717019,Tablet
876221-502035,Game
639097-197078,Other
807467-183021,Computer
722004-280040,Game
858081-716096,Computer
408347-215006,Game
550471-489106,Phone
067078-750022,TV
389208-431102,Computer
694476-540088,Game
150308-428013,Other
898389-203008,Tablet
516533-527084,Other
001165-423067,TV
463482-265020,Game
742094-370034,Game
394404-314103,Tablet
499327-618021,Other
200189-541074,Game
082353-133069,Other
297067-564049,Tablet
544299-217038,Game
588094-241016,Tablet
302182-766036,Phone
423368-312021,Computer
949311-447084,Tablet
336425-178017,Other
456167-411103,Other
916191-300022,Phone
349228-618051,TV
036277-365077,TV
685104-491034,Phone
682490-124039,TV
399495-334060,Other
572391-721068,TV
655171-705079,Game
826390-314095,TV
113202-457021,Game
005106-753052,Game
094159-486066,Tablet
025153-178088,Phone
815465-357039,TV
014028-132109,Game
316107-638096,Other
570255-347062,Phone
173538-733100,Other
740073-346086,Tablet
215005-554012,Computer
678360-436085,TV
916252-445055,Other
398140-437091,TV
414102-487082,Phone
769141-313031,TV
258054-766007,Phone
461083-341053,TV
985015-112054,Computer
991037-761009,Computer
241369-707015,Other
054294-742071,Phone
251511-521062,Other
370473-182026,Tablet
549293-321053,TV
634534-448009,Computer
153034-286087,Phone
172403-167081,Tablet
863180-585060,Game
748343-608065,Computer
252186-395094,Other
361284-542086,Other
210270-728016,Other
790286-244007,Other
033012-450031,Tablet
615448-591027,Game
966538-187080,Computer
668262-463013,Other
368311-706057,Other
672006-693010,Phone
135176-479096,Other
773449-230054,Phone
754149-642085,TV
384268-282018,Computer
640014-508018,TV
245016-349029,Tablet
106455-149051,Game
135353-720098,Computer
439425-159107,Phone
546000-636059,TV
739470-650059,TV
406530-457035,Tablet
855549-491022,Other
407475-595104,Computer
768263-228052,Phone
320406-549103,Computer
975048-575100,Tablet
334221-734075,Tablet
611193-474025,Computer
234044-467087,Tablet
320554-677029,Game
141371-761082,Computer
073057-729108,Tablet
573056-691095,Phone
478345-277094,TV
596183-732076,Game
679093-436096,Tablet
025427-172090,Other
137208-447100,Computer
325166-733003,Tablet
929270-178028,Other
147052-273006,TV
464410-638023,Tablet
764164-226052,Tablet
339446-393102,Computer
108481-234099,Game
532488-522040,Game
602375-579036,Phone
112531-669107,Computer
486035-395043,Computer
871104-667100,Other
643276-441079,TV
968227-313109,TV
815358-188004,TV
954479-684063,Other
612106-744108,Phone
155537-672007,Other
209115-774013,TV
799025-718014,TV
817464-759002,Phone
312083-163059,Phone
061304-482073,TV
336241-188093,TV
566479-277078,Other
157070-173060,Computer
182544-422058,Tablet
049214-145043,TV
256361-179068,Game
257405-762079,Game
568205-323086,Other
540072-767039,Tablet
747088-273025,TV
353092-731031,Tablet
988240-585102,Phone
583173-519109,Phone
734424-740085,Other
388357-731077,TV
886058-222096,Tablet
361278-138105,Computer
211275-157078,Game
570296-252104,Other
075331-609088,TV
