item_id,item_desc,dept_id,dept_desc,catg_id,catg_desc,prodClass,prodBrand,item_price,item_cost,next_dept_id,next_catg_id,item_weight
0740-a79a,Breathe Right Nasal Strips Ori,8,Health,60,Allergy and Sinus, Allergy Medicine,Breathe Right,71.92,43.15,6,50,43
0741-97ee,2 Pack - Breathe Right Nasal S,8,Health,60,Allergy and Sinus, Allergy Medicine,Breathe Right,25.85,18.1,6,50,18
0742-7710,Breathe Right Calming Lavender,8,Health,93,Sleep and Snoring Aids, Snoring,Breathe Right,6.67,2,6,104,2
0743-b691,Brecknell ElectroSamson Baby S,3,Baby,7,Baby Activities and Gear, Baby Carriers and Wraps ,Brecknell,45.76,18.3,5,23,18
0746-0d70,Brewista BSSRB2 2nd Generation,8,Health,78,Home Health Care, Bathroom Scales ,Brewista,89.98,44.99,6,86,45
0747-8ae1,Invigor8: nutritional shake and ,8,Health,94,Superfoods and Cleanses, Superfoods ,Bri Nutrition,59.95,35.97,6,138,36
0748-4782,Briggs and Stratton 806686 Bushi,12,Sports and Outdoors,140,Bikes, Bike Components ,Briggs and Stratton,9.01,5.41,8,13,5
0749-c8f4,Bright Starts Enchanted Elepha,3,Baby,8,Baby Shower Gifts, Playtime Baby Gear,Bright Starts,50.88,30.53,5,14,31
0750-16b9,Brine Clutch 3 X Unstrung Lacr,12,Sports and Outdoors,144,Sports, Lacrosse ,Brine,30,12,8,19,12
0751-f8aa,Brine Clutch 3 X Unstrung Lacr,12,Sports and Outdoors,144,Sports, Lacrosse ,Brine,30,18,8,19,18
0752-a1db,Pair of Front Wheel Hub Bearin,12,Sports and Outdoors,140,Bikes, Bike Components ,Brock,178.71,53.61,8,13,54
0753-d2e7,Brogamats Yoga Mat Bag Holder ,12,Sports and Outdoors,144,Sports, Sports and Duffel Bags,Brogamats,24,9.6,8,19,10
0754-cb62,Bronson CoQ10 400mg (CoEnzyme ,8,Health,95,Vitamins and Supplements, Heart Health ,Bronson,22.49,11.25,6,102,11
0755-2fbc,Bronson Omega-3 Fish Oil 1200 ,8,Health,95,Vitamins and Supplements, Fish Oils and Omegas ,Bronson Vitamins,16.49,9.89,6,102,10
0756-da06,Browne Wok Thermalloy Tri-Ply ,8,Health,72,Family Planning, Pregnancy Tests,BROWNE FOODSERVICE,111.73,33.52,6,56,34
0757-bd05,Browning Security Box f/ Trail,8,Health,72,Family Planning, Pregnancy Tests,Browning,118.36,59.18,6,56,59
0758-7d6a,Team Brunswick Mens Bowling Sh,12,Sports and Outdoors,144,Sports, Bowling ,Brunswick,149.95,59.98,8,19,60
0759-19e0,Brunswick T-Zone Glow PRE-DRIL,12,Sports and Outdoors,144,Sports, Bowling ,Brunswick,79.95,55.97,8,19,56
0760-2501,Brunswick T-Zone Glow PRE-DRIL,12,Sports and Outdoors,144,Sports, Bowling ,Brunswick,79.95,55.97,8,19,56
0761-eb0b,Brunswick Mens Frenzy Royal/Bl,12,Sports and Outdoors,144,Sports, Bowling ,Brunswick,49.95,29.97,8,19,30
0762-1d63,Brunswick Womens Karma Grey Bo,12,Sports and Outdoors,144,Sports, Bowling ,Brunswick,44.95,26.97,8,19,27
0764-ec15,Bryant Home Tina Faux Fur 2-Pa,8,Home and Garden,117,Teens Rooms, Teens Decor ,Bryant Home,29.99,15,6,135,15
0765-0f5b,84 x 42inch Black Suited Speed,8,Home and Garden,117,Teens Rooms, Teens Decor ,Brybelly,499.99,299.99,6,135,300
0766-393a,Brybelly Set of 8 Hollow 5/8 ,1,Toys,154,Shop Toys by Price, Shop Toys by Price,Brybelly,92.68,37.07,5,22,37
0767-c596,Brybelly Green Radgon Helmet,12,Sports and Outdoors,143,Recreation, Outdoor Games ,Brybelly,18.89,7.56,8,14,8
0768-5471,Diabetic Socks SensiFoot Crew ,8,Health,66,Diabetes Care, Diabetic Socks,BSN Medical,19.31,11.59,6,64,12
0769-999a,FLA Orthopedics Pro-Lite Thumb,8,Health,66,Diabetes Care, Diabetic Socks,BSN MEDICAL(FLS ORTHO SEGMENT),16.16,4.85,6,64,5
0770-f426,SSG / BSN Pro Tunnel Frame,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,BSN SPORTS,149.73,74.87,8,19,75
0771-4aca,40 Youth Lacrosse Stick - Blu,12,Sports and Outdoors,144,Sports, Lacrosse ,BSN SPORTS,25.82,7.75,8,19,8
0772-3852,Bua Organics - Lavender Whippe,11,Personal Care,17,Bath and Body, Body Lotions and Creams,Bua Organics,22,13.2,8,17,13
0774-44ec,bubly Sparkling Water Tropical,3,Baby,13,Nursery and Decor, Changing Pads and Covers ,bubly,10.99,3.3,5,19,3
0777-db44,Bucked Up BAMF (Formerly LIT A,8,Health,88,Protein and Fitness, Muscle Building Supplements,Bucked Up,52.95,26.48,6,106,26
0778-7263,Bucked Up Racked BCAAs (Pina C,8,Health,88,Protein and Fitness, Muscle Building Supplements,Bucked Up,42.95,12.89,6,106,13
0780-2ee0,Buffalo Recycled White Sweatsh,10,Household Essentials,123,Cleaning Supplies, Surface Care and Protection,Buffalo,9.99,5.99,8,139,6
0781-b0da,Bulbrite 15W Incandescent Torp,10,Household Essentials,126,Light Bulbs, Incandescent Bulbs,BULBRITE,54.86,27.43,8,124,27
0782-2bba,Bulbrite 712424 Pack of (2) 40,10,Household Essentials,126,Light Bulbs, Incandescent Bulbs,BULBRITE,15.27,7.64,8,124,8
0783-7288,Bulbrite 715235 - JC35XE/12 Bi,10,Household Essentials,126,Light Bulbs, Incandescent Bulbs,BULBRITE,11.87,3.56,8,124,4
0784-b664,Bulk Buys KK275-96 Skip Cord w,1,Toys,150,Outdoor Play, Climbers,Bulk Buys,107.55,43.02,5,20,43
0785-7e7f,Lint Free Microfiber Polishing,10,Household Essentials,123,Cleaning Supplies, Surface Care and Protection,BULK BUYS,38,11.4,8,139,11
0786-be94,Twilight Carz Pink Hearts Bedt,3,Baby,6,Baby and Toddler Toys, Soothers,BULK BUYS,24.99,14.99,5,7,15
0789-84d6,Bulletproof XCT Oil Perfect fo,8,Health,96,Weight Management, New and Trending,Bulletproof,29.95,11.98,6,132,12
0791-2fa3,Bump Patrol Aftershave Razor B,11,Personal Care,137,Shaving, Aftershaves,Bump Patrol,15.56,4.67,8,8,5
0792-8be2,($90 Value) Burberry Brit Rhyt,4,Beauty,33,Premium Fragrance, Premium Perfume,Burberry,26.81,16.09,5,27,16
0793-3770,Burley Minnow 1 Seat Lightweig,12,Sports and Outdoors,140,Bikes, Bike Accessories ,Burley,299.99,179.99,8,13,180
0794-b81b,2 Pack Burts Bees Hand Repair ,11,Personal Care,17,Bath and Body, Hand Lotions and Creams,Burts Bees,28.73,17.24,8,17,17
0795-ee26,Burts Bees Mini Hand Salve 0.3,11,Personal Care,17,Bath and Body, Hand Lotions and Creams,burts bees,23.25,16.28,8,17,16
0796-7c9b,GUD By Burts Bees (3-Pack) Ora,11,Personal Care,17,Bath and Body, Hand Lotions and Creams,Burts Bees,12.89,5.16,8,17,5
0797-17d9,Burts Bees 100% Natural Origin,4,Beauty,19,Beauty by Topic, Clean Beauty ,Burts Bees,9.43,2.83,5,2,3
0798-7b1c,Burts Bees Baby - Changing Pad,3,Baby,13,Nursery and Decor, Changing Pads and Covers ,Burts Bees Baby,41.82,25.09,5,19,25
0799-efcf,Bushnell Trophy Cam HD 20MP Lo,3,Baby,13,Nursery and Decor, Changing Tables ,Bushnell,69.99,48.99,5,19,49
0800-2773,Bushnell TRKR 1250 Lumen Multi,8,Home and Garden,108,Home Safety, Flashlights ,Bushnell,49.97,34.98,6,129,35
0801-9e40,Bushnell Powerview 8x21mm Bino,8,Home and Garden,108,Home Safety, Flashlights ,Bushnell,13.5,6.75,6,129,7
0804-80d7,Buttendz FUSION Z Hockey Stick,12,Sports and Outdoors,144,Sports, Ice and Roller Hockey ,Buttendz,24.99,7.5,8,19,8
0805-fe21,Butterfly Sriver-FX Table Tenn,12,Sports and Outdoors,144,Sports, Tennis and Racquets ,Butterfly,34.99,14,8,19,14
0806-d154,Butterfly Table Tennis Rubber ,12,Sports and Outdoors,144,Sports, Tennis and Racquets ,Butterfly,29.99,12,8,19,12
0807-f417,Bvlgari White Tea au the blanc,4,Beauty,29,Premium Bath and Body, Premium Body Washes and Shower Gels,Bvlgari,24.47,12.24,5,39,12
0854-a5eb,Camlockbox Security Box for Br,12,Sports and Outdoors,142,Outdoor Sports, Shooting ,Camlockbox,38.99,19.5,8,4,20
0855-5530,Camp Chef Butane Matchless Ign,12,Sports and Outdoors,142,Outdoor Sports, Shooting ,Camp Chef,16.84,11.79,8,4,12
0856-2901,Campagnolo Centaur Cassette 10,12,Sports and Outdoors,140,Bikes, Bike Components ,Campagnolo,105.49,63.29,8,13,63
0857-4e7a,Campagnolo Chorus Cartridge Bo,12,Sports and Outdoors,140,Bikes, Bike Components ,Campagnolo,78.66,31.46,8,13,31
0858-9c7b,Campagnolo Escape Shifter 10s ,12,Sports and Outdoors,140,Bikes, Bike Components ,Campagnolo,65.77,39.46,8,13,39
0859-cde7,Campagnolo Athena/Centaur/Velo,12,Sports and Outdoors,140,Bikes, Bike Components ,Campagnolo,65.77,39.46,8,13,39
0860-3a27,Campagnolo 11-Speed 12 Tooth A,12,Sports and Outdoors,140,Bikes, Bike Components ,Campagnolo,43.54,13.06,8,13,13
0861-9167,Campagnolo Ergopower Left Inde,12,Sports and Outdoors,140,Bikes, Bike Components ,Campagnolo,5.99,2.4,8,13,2
0864-b4d5,Stand Up Paddle Board 12 Foot ,12,Sports and Outdoors,142,Outdoor Sports, Paddling ,Camping Survival,429.49,128.85,8,4,129
0865-261c,2019 Campus 36 Set of 10 Floor,12,Sports and Outdoors,144,Sports, Ice and Roller Hockey ,Campus,325,195,8,19,195
0866-12d5,CanCooker Jr. with Non-Stick C,10,Household Essentials,123,Cleaning Supplies, All-Purpose Cleaners,CanCooker,46.39,32.47,8,139,32
0867-0100,CANDIDE Multirelax+ 3-in-1 Mat,3,Baby,11,Feeding, Nursing Pillows,CANDIDE,41.99,12.6,5,7,13
0868-2138,Aurora Candle Warmer Lamp Blac,8,Home and Garden,101,Decor, Candles and Home Fragrance ,CANDLE WARMERS ETC.,37.88,22.73,6,139,23
0869-2e75,CanDo Massage Roll 6.5 cm x 16,12,Sports and Outdoors,141,Exercise and Fitness, Office Fitness,CanDo,10.95,6.57,8,6,7
0870-cd0d,Cane Creek Aheadset Small Part,12,Sports and Outdoors,140,Bikes, Bike Components ,Cane Creek,126,75.6,8,13,76
0871-9550,Cane Creek 110-Series 5mm Inte,12,Sports and Outdoors,140,Bikes, Bike Components ,Cane Creek,11,5.5,8,13,6
0872-fa66,Baby Kids Children Safe Shampo,3,Baby,10,Diapering, Diapers ,Canis,5.76,3.46,5,1,3
0873-3604,Cannon Sports 32-ft Competitio,12,Sports and Outdoors,144,Sports, Volleyball ,Cannon Sports,58.99,17.7,8,19,18
0874-34c5,CAP Barbell Set of 2 Hex Rubbe,11,Personal Care,17,Bath and Body, Bar Soap,CAP,289.99,145,8,17,145
0875-3fdf,CAP Barbell 2-Inch Olympic Tri,11,Personal Care,17,Bath and Body, Bar Soap,CAP,48.3,28.98,8,17,29
0876-8b0e,Golfer Swing Unstructured Cott,12,Sports and Outdoors,144,Sports, Golf Equipment ,CapRobot,14.99,6,8,19,6
0877-348e,5 Pack - Cara Silicone Breast ,3,Baby,11,Feeding, Breastfeeding,Cara,22.91,6.87,5,7,7
0878-5ce4,Cardiff Skate Accessory Strap,8,Health,78,Home Health Care, Patient Care,Cardiff Skate,36.87,18.44,6,86,18
0879-8cc3,Cardinal Health Allegiance Eco,8,Health,83,Medicine Cabinet, Thermometers ,Cardinal Health,6.36,1.91,6,88,2
0880-7071,CAREFREE Acti-Fresh Body Shape,11,Personal Care,133,Feminine Care, Carefree,Carefree,10.55,4.22,8,22,4
0881-7949,PureSom Ruby Chin Strap Adjust,8,Health,93,Sleep and Snoring Aids, Sleep and Snoring Aids,CareFusion,23.74,7.12,6,104,7
0882-2717,Aerobic Kicking and Boxing Tra,8,Health,83,Medicine Cabinet, Thermometers ,carepeutic,126.32,50.53,6,88,51
0883-d15a,Caresox CSN 7011 Patented Ligh,8,Health,83,Medicine Cabinet, Braces and Supports,Caresox,24.18,12.09,6,88,12
0884-d32f,Caress Botanicals Shower Foam ,11,Personal Care,17,Bath and Body, Body Wash and Shower Gel,Caress,5.97,3.58,8,17,4
0885-c5e8,Carex Crutch Tips - X-Large - ,8,Health,78,Home Health Care, Mobility Equipment Accessories ,Carex,43.27,17.31,6,86,17
0886-40ec,Carex Replacement Cane Tips - ,8,Health,62,Caregiver, Bath Safety ,Carex,28.64,8.59,6,63,9
0887-2e6c,Carex Black Replacement Tips -,8,Health,78,Home Health Care, Carex ,Carex,25.92,15.55,6,86,16
0888-d242,Carex Walker Wheels 5 Inch A83,8,Health,78,Home Health Care, Mobility Equipment Accessories ,Carex,21.31,14.92,6,86,15
0889-8654,3 Pack - Carex Crutch Pads A70,8,Health,78,Home Health Care, Crutches ,Carex,17.13,6.85,6,86,7
0890-f3f5,Bed pan contour design part no,8,Health,78,Home Health Care, Bedroom Aids and Safety,Carex,15.56,6.22,6,86,6
0891-e65f,Carex Quad Cane Tips A717-11 5,8,Health,78,Home Health Care, Carex ,Carex,8.22,4.11,6,86,4
0892-a766,Caribbean Blue Aqua Prep 30 Ca,8,Health,78,Home Health Care, Crutches ,Caribbean Blue,22.99,13.79,6,86,14
0893-a2c4,Carlisle Youth Ausable Wooden ,11,Personal Care,136,Oral Care, Oral Rinse and Mouthwash,Carlisle,19.99,11.99,8,22,12
0894-4cbb,Carlson Super Daily D3 Drops 2,8,Health,95,Vitamins and Supplements, Letter Vitamins ,Carlson Labs,14.18,8.51,6,102,9
0895-36d1,Carlton F2 Fast Speed Badminto,8,Health,95,Vitamins and Supplements, Letter Vitamins ,Carlton,15.99,4.8,6,102,5
0897-2eea,Carmex Moisturizing Lip Balm O,8,Health,81,Lip Care, Carmex,Carmex,9.99,4,6,37,4
0898-2682,Carmex Soothing Lip Balm Straw,8,Health,81,Lip Care, Carmex,Carmex,9.97,2.99,6,37,3
0899-8788,4 Pack - Carmex Classic Lip Ba,8,Health,81,Lip Care, Carmex,Carmex,7.66,4.6,6,37,5
0900-2251,3 Pack - Carmex Click-Stick Mo,8,Health,81,Lip Care, Carmex,Carmex,6.54,2.62,6,37,3
0901-73a6,2 Pack - Carmex Classic Lip Ba,8,Health,81,Lip Care, Carmex,Carmex,5.47,1.64,6,37,2
0902-1325,Flower - Magnolia Fabric Decor,8,Home and Garden,117,Teens Rooms, Teens Decor ,Carolines Treasures,31.02,12.41,6,135,12
0903-3120,Watercolor Shamrock Stripes Fa,8,Home and Garden,117,Teens Rooms, Teens Decor ,Carolines Treasures,27.44,13.72,6,135,14
0904-c182,Cozy Pals with Cavalier Spanie,8,Home and Garden,117,Teens Rooms, Teens Decor ,Carolines Treasures,26.24,18.37,6,135,18
0905-091f,Frog Canvas Fabric Decorative ,8,Home and Garden,117,Teens Rooms, Teens Decor ,Carolines Treasures,25.42,12.71,6,135,13
0906-056f,Panda Bears by Daphne Baxter F,8,Home and Garden,113,Patio and Outdoor Decor, Outdoor Pillows,Carolines Treasures,25.42,17.79,6,144,18
0907-3f83,Crab Canvas Fabric Decorative ,8,Home and Garden,117,Teens Rooms, Teens Decor ,Carolines Treasures,19.49,13.64,6,135,14
0908-1cd9,Christmas Doberman Baby Bib BB,3,Baby,11,Feeding, Bibs and Burp Cloths,Carolines Treasures,10.98,7.69,5,7,8
0909-25a6,Letter T Football Aqua Orange ,12,Sports and Outdoors,144,Sports, Football Gear and Equipment ,Carolines Treasures,8.98,2.69,8,19,3
0910-9a3c,Letter Q Football Crimson grey,12,Sports and Outdoors,144,Sports, Football Gear and Equipment ,Carolines Treasures,8.98,2.69,8,19,3
0911-b5b0,CARON BLACK SHOULDER BAG WITH ,3,Baby,7,Baby Activities and Gear, Baby Carriers and Wraps ,Caron,15.23,6.09,5,23,6
0912-6e18,Toddler Alpha Blocks Nature Ru,3,Baby,13,Nursery and Decor, Baby Decor ,Carpets for Kids,373.96,224.38,5,19,224
0913-271a,Carpets for Kids Read to Dream,3,Baby,13,Nursery and Decor, Baby Decor ,Carpets for Kids,251.56,125.78,5,19,126
0914-15a2,Dolphin Mobile,3,Baby,13,Nursery and Decor, Baby Decor ,Carslile,24.95,12.48,5,19,12
0915-9351,Carters Jungle Collection 7 Pi,3,Baby,7,Baby Activities and Gear, Baby Carriers and Wraps ,Carters,156.99,62.8,5,23,63
0916-2efb,Carters Baby Boys Ahoy Matey R,3,Baby,13,Nursery and Decor, Baby Decor ,Carters,18.75,11.25,5,19,11
0917-518e,Carters Super Soft Printed Cha,3,Baby,13,Nursery and Decor, Changing Pads and Covers ,Carters,7.95,3.18,5,19,3
0918-d97e,cascade youth cs lacrosse helm,12,Sports and Outdoors,144,Sports, Lacrosse ,cascad,174.63,104.78,8,19,105
0919-5732,Casemaster Superbee (Blue) Dar,11,Personal Care,138,Sun Care, Sunscreen,Casemaster by GLD,11.98,4.79,8,5,5
0920-aba0,Entertaining with Caspari Danc,10,Household Essentials,127,Paper and Plastic, Paper Towels,Caspari,15.09,7.55,8,146,8
0921-b317,18 Directors Chair Black Fram,11,Personal Care,17,Bath and Body, Body Lotions and Creams,Casual Home,47.99,14.4,8,17,14
0922-d9fe,Catchmaster Giant Fly Trap Rol,10,Household Essentials,128,Pest Control, Insect and Pest Traps,Catchmaster,9.39,3.76,8,149,4
0923-1998,Cattier Eridene Sulfates and F,11,Personal Care,136,Oral Care, Toothpaste,Cattier,19.96,7.98,8,22,8
0924-fdc0,Caught Ya Lookin S44-158-R13 C,3,Baby,13,Nursery and Decor, Changing Pads and Covers ,Caught Ya Lookin,19.3,11.58,5,19,12
0925-1ce0,Cavilon Moisturizing Hand Loti,11,Personal Care,17,Bath and Body, Hand Lotions and Creams,Cavilon,13.49,8.09,8,17,8
0927-b0e8,CBUK by Cutter and Buck Mens Sho,12,Sports and Outdoors,144,Sports, Golf Equipment ,CBUK,22.77,11.39,8,19,11
0928-2632,Z-Man Fishing Lure CBW-PZ38-04,12,Sports and Outdoors,144,Sports, Golf Equipment ,CBW-PZ38-04,10.59,5.3,8,19,5
0929-9a56,Womens CC35 Anikka Bow Tie Pee,12,Sports and Outdoors,144,Sports, Ice and Roller Hockey ,CC35,28.8,8.64,8,19,9
0930-3d76,Ccdes 20kg / 44.1 lb Electroni,3,Baby,12,Health and Safety, Baby Health Care,Ccdes,32.74,22.92,5,18,23
0931-a451,Ccdes Golf Practice Mat Antisk,12,Sports and Outdoors,144,Sports, Golf Equipment ,Ccdes,16.09,11.26,8,19,11
0932-b941,CCM Unisex SK340J JS YT PLAYER,12,Sports and Outdoors,144,Sports, Ice and Roller Hockey ,CCM,59.99,24,8,19,24
0933-0d0e,CEC 2.8W 14V T3 Indicator Bulb,10,Household Essentials,126,Light Bulbs, Incandescent Bulbs,CEC Industries,9.24,3.7,8,124,4
0936-5afd,Celsius ISK-1 Ice Fishing Safe,12,Sports and Outdoors,142,Outdoor Sports, Winter Sports ,Celsius,9.93,6.95,8,4,7
0937-f6f5,Celsius Depth Finder,12,Sports and Outdoors,142,Outdoor Sports, Winter Sports ,Celsius,3.5,2.45,8,4,2
0938-a658,AMDRO Mole and Gopher Bait 1 lb.,10,Household Essentials,128,Pest Control, Insect and Pest Baits,central garden and pet,54.36,16.31,8,149,16
0939-54be,TRAP FLY BITE FREE STABLE,10,Household Essentials,128,Pest Control, Insect and Pest Traps,CENTRAL LIFE SCIENCE,11.39,3.42,8,149,3
0940-c9e1,Centrum Multivitamin for Adult,8,Health,95,Vitamins and Supplements, Multivitamins ,Centrum,26.99,13.5,6,102,14
0941-1392,Centrum Silver Women 50+ Multi,8,Health,95,Vitamins and Supplements, Estrogen Capsules,Centrum,6.94,3.47,6,102,3
0942-0263,Century CREED Wrist Wrap Boxin,8,Health,95,Vitamins and Supplements, Estrogen Capsules,Century,62.06,43.44,6,102,43
0943-2c6e,Century Martial Arts Large Hyd,8,Health,95,Vitamins and Supplements, Estrogen Capsules,Century Martial Arts,159.99,80,6,102,80
0944-37f2,Aluna Brazilian Jiu Jitsu Gi,8,Health,95,Vitamins and Supplements, Estrogen Capsules,Century LLC,87.99,61.59,6,102,62
0945-b6d6,Century 12 oz Heavyweight Mast,8,Health,95,Vitamins and Supplements, Estrogen Capsules,Century LLC,54.99,38.49,6,102,38
0946-989a,12 oz. Traditional Tang Soo Do,8,Health,95,Vitamins and Supplements, Estrogen Capsules,Century LLC,49.49,34.64,6,102,35
0947-8dbd,Century Sparring Shin Guards K,8,Health,95,Vitamins and Supplements, Estrogen Capsules,Century LLC,29.99,9,6,102,9
0948-1e2b,Cerama Bryte(R) 31756 Granite ,10,Household Essentials,123,Cleaning Supplies, All-Purpose Cleaners,CERAMA BRYTE,19.99,11.99,8,139,12
0949-3d1b,CeraVe Baby Wash and Shampoo 8,3,Baby,10,Diapering, Baby Care,CeraVe,55.35,38.75,5,1,39
0950-fc24,Cerave SA Lotion For Rough and B,11,Personal Care,17,Bath and Body, Body Lotions and Creams,CeraVe,18.25,7.3,8,17,7
0951-3314,CeraVe Moisturizing Cream 1.89,11,Personal Care,17,Bath and Body, Body Lotions and Creams,CeraVe,6.58,3.95,8,17,4
0952-339d,Cerave Hydrating Cleanser Bar ,11,Personal Care,17,Bath and Body, CeraVe Body Care,CeraVe,5.16,3.61,8,17,4
0953-4958,CETAPHIL BABY ECZEMA CALM WASH,11,Personal Care,17,Bath and Body, Body Wash and Shower Gel,Cetaphil,8.24,4.94,8,17,5
0954-7fca,Champion Adjustable Trap Vest,12,Sports and Outdoors,144,Sports, Track and Field Equipment,Champion,36.63,25.64,8,19,26
0955-dd3a,Big Digit Display Stop Watch,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,Champion,14.92,4.48,8,19,4
0956-775e,Pro Comp Series Pee Wee Size F,12,Sports and Outdoors,144,Sports, Football Gear and Equipment ,Champion,13.64,4.09,8,19,4
0957-7bfa,Champion Yellow Spider Billiar,12,Sports and Outdoors,144,Sports, Football Gear and Equipment ,Champion Cue,125.68,75.41,8,19,75
0958-2e84,Lot of 6 Champion Gator Pool L,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,Champion Sport,16.8,8.4,8,19,8
0959-0b82,Champion Sports All-Terrain AB,12,Sports and Outdoors,144,Sports, Tennis and Racquets ,Champion Sports,248.52,99.41,8,19,99
0960-bba8,Champion Sports Soft Lacrosse ,12,Sports and Outdoors,144,Sports, Lacrosse ,Champion Sports,99.99,40,8,19,40
0961-a927,Champion Sports Economy Shuffl,12,Sports and Outdoors,144,Sports, Football Gear and Equipment ,Champion Sports,82.14,49.28,8,19,49
0962-5cd6,Soccer Net by Champion Sports ,12,Sports and Outdoors,144,Sports, Soccer ,Champion Sports,74.56,37.28,8,19,37
0963-c3c3,Champion Sports Rhino Skin Sof,12,Sports and Outdoors,144,Sports, Football Gear and Equipment ,Champion Sports,67.1,46.97,8,19,47
0964-e604,Champion Sports Deluxe Volleyb,12,Sports and Outdoors,144,Sports, Volleyball ,Champion Sports,59.22,35.53,8,19,36
0965-9cdb,Champion Sports Coaching Stick,12,Sports and Outdoors,144,Sports, Soccer ,Champion Sports,53.46,32.08,8,19,32
0966-f8cf,Table Tennis Net and Post Set 2,12,Sports and Outdoors,144,Sports, Track and Field Equipment,Champion Sports,34.59,24.21,8,19,24
0967-5d28,Champion Sports Deluxe Batting,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,Champion Sports,19.99,6,8,19,6
0968-7ae1,Champion Sports CSICF300 Pro C,12,Sports and Outdoors,144,Sports, Football Gear and Equipment ,Champion Sports,10.57,5.29,8,19,5
0969-3101,Lacrosse Balls - NCAA NFHS Cer,12,Sports and Outdoors,144,Sports, Lacrosse ,Champion Sports,10.89,7.62,8,19,8
0970-c278,Umpire Ball Bag,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,Champion Sports,9.67,6.77,8,19,7
0971-190e,Champion Sports UBYKL Youth Ba,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,Champion Sports,6.85,4.11,8,19,4
0972-43ef,Champion Sports Baseball Bat,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,Champion Sports,6.68,2,8,19,2
0973-f79c,ChampionNet Baseball/Softball ,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,ChampionNet,26.95,13.48,8,19,13
0974-7917,Champro 12 ASA .44 COR Slowpi,12,Sports and Outdoors,144,Sports, Softball Gear and Equipment ,Champro,80.51,40.26,8,19,40
0975-e9d7,Champro Football Bull Rush Sle,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,Champro,50.95,35.67,8,19,36
0976-1c17,Champro Triple Crown Youth Ope,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,Champro,25.99,7.8,8,19,8
0977-d72a,Renegade Soccer Ball-SIZE 4 Ma,12,Sports and Outdoors,144,Sports, Soccer ,Champro,23.19,11.6,8,19,12
